timestamp,production_load_t,equipment_utilization_pct,ambient_temp_c,equipment_run_frac,furnace_kwh,compressor_kwh,ventilation_kwh,auxiliary_kwh,energy_kwh
2024-11-30 22:00:00,80.29,83.7,16.05,0.784,521.0,235.8,37.53,56.55,850.88
2024-11-30 23:00:00,93.76,81.02,15.86,0.818,584.97,218.22,43.16,60.61,906.97
2024-12-01 00:00:00,85.44,93.43,15.09,0.979,546.93,262.08,35.84,65.71,910.57
2024-12-01 01:00:00,84.01,82.08,15.06,0.844,549.05,238.36,44.24,57.05,888.7
2024-12-01 02:00:00,74.86,77.67,20.22,0.69,502.81,223.36,45.56,69.71,841.44
2024-12-01 03:00:00,78.78,76.06,15.93,0.791,493.16,220.97,41.89,59.64,815.66
2024-12-01 04:00:00,73.19,79.08,18.27,0.829,488.39,217.48,39.34,62.56,807.77
2024-12-01 05:00:00,68.41,68.42,18.75,0.754,443.12,200.39,44.1,60.81,748.43
2024-12-01 06:00:00,61.23,81.44,15.95,0.767,426.01,227.35,44.63,58.02,756.01
2024-12-01 07:00:00,62.43,77.8,16.77,0.775,427.92,220.69,39.1,64.55,752.26
2024-12-01 08:00:00,64.2,77.02,16.37,0.799,434.32,226.98,40.34,42.62,744.26
2024-12-01 09:00:00,75.34,70.72,13.8,0.681,503.47,216.19,36.75,58.31,814.72
2024-12-01 10:00:00,76.3,79.18,13.89,0.819,496.34,229.94,41.14,63.98,831.4
2024-12-01 11:00:00,80.03,86.06,16.29,0.859,520.09,238.79,31.73,52.74,843.35
2024-12-01 12:00:00,84.56,85.24,15.58,0.81,535.32,234.53,38.83,56.5,865.18
2024-12-01 13:00:00,82.79,76.38,19.06,0.726,534.52,220.95,36.59,57.53,849.59
2024-12-01 14:00:00,78.47,75.99,15.87,0.822,520.04,221.35,39.65,58.35,839.39
2024-12-01 15:00:00,76.87,76.17,19.15,0.712,497.31,218.64,36.82,56.99,809.75
2024-12-01 16:00:00,69.69,71.83,15.51,0.66,473.58,206.89,32.35,54.91,767.72
2024-12-01 17:00:00,64.1,79.7,19.09,0.814,440.97,231.05,37.38,59.65,769.06
2024-12-01 18:00:00,64.48,62.64,16.98,0.625,442.79,195.82,38.1,64.03,740.73
2024-12-01 19:00:00,61.29,73.93,17.07,0.674,423.65,207.37,44.26,61.91,737.2
2024-12-01 20:00:00,69.8,68.44,15.45,0.658,475.17,201.41,37.44,65.13,779.15
2024-12-01 21:00:00,75.6,72.99,17.09,0.689,503.38,217.96,36.61,59.0,816.94
2024-12-01 22:00:00,74.61,67.26,18.76,0.64,492.0,207.17,35.23,66.3,800.7
2024-12-01 23:00:00,88.73,81.62,16.0,0.942,565.25,231.78,44.57,53.62,895.23
2024-12-02 00:00:00,111.47,100.0,15.63,0.985,683.32,272.19,39.11,66.56,1061.17
2024-12-02 01:00:00,113.35,98.0,15.77,0.936,691.09,267.32,41.09,65.46,1064.96
2024-12-02 02:00:00,112.16,90.09,18.57,1.0,678.34,254.91,33.82,52.11,1019.18
2024-12-02 03:00:00,103.7,96.94,17.42,1.0,647.84,256.91,32.98,62.34,1000.07
2024-12-02 04:00:00,92.64,92.48,18.31,0.961,590.1,255.8,36.39,59.37,941.66
2024-12-02 05:00:00,85.56,83.3,16.61,0.791,564.69,229.6,46.49,59.47,900.25
2024-12-02 06:00:00,88.79,94.57,16.2,1.0,551.39,265.12,35.63,60.33,912.48
2024-12-02 07:00:00,89.71,88.96,16.78,0.93,574.16,240.47,37.5,56.9,
2024-12-02 08:00:00,90.03,88.43,17.74,0.892,579.35,248.15,40.05,64.69,932.24
2024-12-02 09:00:00,96.82,84.39,15.77,0.758,612.14,231.92,37.5,60.02,941.59
2024-12-02 10:00:00,99.21,92.74,18.19,0.926,614.03,259.27,41.91,54.38,969.6
2024-12-02 11:00:00,113.61,97.89,16.69,1.0,677.13,268.2,36.68,59.81,1041.81
2024-12-02 12:00:00,114.67,99.93,12.53,1.0,705.66,271.3,35.6,57.63,1070.19
2024-12-02 13:00:00,117.54,95.34,17.46,0.935,703.82,271.99,50.87,63.08,1089.76
2024-12-02 14:00:00,108.94,95.11,14.23,0.94,662.32,255.51,36.25,53.42,1007.51
2024-12-02 15:00:00,105.34,88.58,17.43,0.878,663.22,251.58,43.18,70.01,1027.99
2024-12-02 16:00:00,89.71,74.12,17.49,0.701,558.37,222.68,36.23,60.6,877.88
2024-12-02 17:00:00,91.56,90.77,16.63,0.906,584.36,256.18,33.84,53.82,928.2
2024-12-02 18:00:00,82.88,73.93,16.95,0.811,528.39,211.19,39.64,58.99,838.21
2024-12-02 19:00:00,90.12,85.6,17.79,0.922,564.39,238.34,34.64,57.59,894.96
2024-12-02 20:00:00,86.66,85.0,15.4,0.812,554.67,234.86,38.43,56.02,883.98
2024-12-02 21:00:00,100.94,92.1,17.33,0.985,630.11,251.63,36.82,62.13,980.69
2024-12-02 22:00:00,99.56,88.37,17.88,0.922,625.41,240.52,45.01,71.15,982.09
2024-12-02 23:00:00,111.92,97.32,18.78,1.0,688.26,262.19,33.83,69.35,1053.63
2024-12-03 00:00:00,116.76,100.0,14.4,1.0,698.15,278.81,42.7,61.01,1080.67
2024-12-03 01:00:00,110.91,99.13,16.67,0.945,665.38,266.25,41.14,56.1,1028.88
2024-12-03 02:00:00,103.3,100.0,14.62,0.98,633.75,270.64,39.08,61.4,1004.87
2024-12-03 03:00:00,103.38,92.86,14.55,0.97,639.7,250.66,36.97,63.69,991.02
2024-12-03 04:00:00,92.09,86.36,16.6,0.803,578.79,241.27,40.69,61.02,921.77
2024-12-03 05:00:00,85.05,77.99,16.18,0.728,516.2,228.74,40.9,63.73,849.57
2024-12-03 06:00:00,85.17,84.76,17.78,0.863,531.22,240.94,41.57,62.22,875.96
2024-12-03 07:00:00,97.56,92.12,15.54,0.882,605.86,261.95,38.92,61.42,968.16
2024-12-03 08:00:00,97.11,87.6,15.86,0.917,612.41,236.69,35.42,53.92,938.44
2024-12-03 09:00:00,104.65,95.05,16.38,0.913,636.01,255.06,43.51,59.35,993.94
2024-12-03 10:00:00,109.24,93.16,14.77,0.944,672.08,253.16,39.99,69.55,1034.77
2024-12-03 11:00:00,113.66,100.0,14.98,1.0,676.31,279.15,37.55,62.45,1055.46
2024-12-03 12:00:00,105.42,97.27,17.73,0.949,649.12,266.06,35.99,65.84,1017.02
2024-12-03 13:00:00,110.27,99.63,15.24,0.984,673.48,260.72,43.69,70.06,1047.94
2024-12-03 14:00:00,105.58,93.38,17.83,0.9,651.64,262.65,45.54,54.1,1013.93
2024-12-03 15:00:00,92.5,81.05,16.97,0.81,574.44,230.86,42.3,73.0,920.6
2024-12-03 16:00:00,87.87,80.88,13.74,0.761,546.97,235.18,42.57,64.87,889.59
2024-12-03 17:00:00,79.09,82.52,16.86,0.814,521.24,242.79,44.69,65.81,874.53
2024-12-03 18:00:00,84.85,94.67,16.84,0.984,532.02,252.94,38.55,56.65,880.16
2024-12-03 19:00:00,90.28,83.44,16.7,0.778,565.26,244.72,48.54,63.62,922.13
2024-12-03 20:00:00,96.93,90.74,15.85,0.883,615.77,250.11,35.76,55.99,957.64
2024-12-03 21:00:00,101.66,88.05,14.65,0.906,629.65,242.42,39.03,60.75,971.85
2024-12-03 22:00:00,103.65,86.95,18.08,0.766,641.18,243.53,36.91,61.68,983.31
2024-12-03 23:00:00,105.26,89.25,15.91,0.985,651.31,240.27,40.25,58.81,990.64
2024-12-04 00:00:00,107.97,83.57,14.66,0.888,664.58,235.39,46.92,65.75,1012.64
2024-12-04 01:00:00,107.91,100.0,16.67,0.923,659.4,268.54,39.05,57.4,1024.39
2024-12-04 02:00:00,103.94,80.82,14.87,0.703,632.51,224.1,41.69,49.94,948.23
2024-12-04 03:00:00,99.36,88.36,14.56,0.885,638.28,241.68,28.37,58.78,967.11
2024-12-04 04:00:00,88.44,78.33,15.42,0.727,559.88,231.32,41.71,66.27,899.18
2024-12-04 05:00:00,88.37,79.76,14.99,0.846,564.48,226.43,43.99,72.28,907.18
2024-12-04 06:00:00,84.07,88.92,14.62,0.909,543.88,240.84,40.49,66.58,891.79
2024-12-04 07:00:00,87.05,84.53,17.19,0.851,551.0,240.2,35.73,65.33,892.27
2024-12-04 08:00:00,97.06,83.7,15.81,0.809,601.9,240.38,35.2,58.11,935.58
2024-12-04 09:00:00,95.28,84.69,17.86,0.927,608.3,237.84,37.78,71.52,955.44
2024-12-04 10:00:00,109.17,90.76,14.7,0.945,659.96,243.19,35.16,63.42,1001.74
2024-12-04 11:00:00,112.93,96.25,13.39,0.993,687.97,246.84,46.3,63.62,1044.74
2024-12-04 12:00:00,113.67,97.7,16.21,1.0,695.5,259.76,41.87,63.14,1060.27
2024-12-04 13:00:00,116.53,100.0,18.77,0.949,700.94,276.33,45.78,54.21,1077.26
2024-12-04 14:00:00,111.02,85.93,16.78,0.924,674.33,246.22,38.84,61.92,1021.32
2024-12-04 15:00:00,96.21,87.93,20.81,0.866,608.73,239.88,36.94,52.73,
2024-12-04 16:00:00,91.77,84.31,16.48,0.86,577.76,235.63,37.19,64.13,914.71
2024-12-04 17:00:00,88.13,88.8,16.34,0.88,544.05,250.67,38.15,61.68,894.55
2024-12-04 18:00:00,83.91,83.73,12.75,0.743,551.57,235.0,38.02,56.84,881.43
2024-12-04 19:00:00,89.35,87.63,16.63,0.924,558.94,249.63,44.89,65.63,919.1
2024-12-04 20:00:00,93.62,88.54,16.24,0.794,589.85,245.35,43.65,58.21,937.06
2024-12-04 21:00:00,107.33,89.01,15.37,0.842,646.11,249.8,41.08,58.33,995.32
2024-12-04 22:00:00,101.38,96.75,15.78,0.945,622.81,261.23,33.36,62.67,980.07
2024-12-04 23:00:00,112.5,100.0,15.88,0.902,679.01,265.3,41.18,59.92,1045.41
2024-12-05 00:00:00,111.37,100.0,15.64,0.945,678.22,276.99,38.76,61.17,1055.14
2024-12-05 01:00:00,115.41,100.0,19.05,1.0,690.02,260.99,45.62,65.16,1061.79
2024-12-05 02:00:00,101.03,92.6,15.36,0.909,641.02,250.87,43.58,56.31,991.78
2024-12-05 03:00:00,101.39,98.1,16.17,0.968,627.12,265.44,40.57,55.88,989.01
2024-12-05 04:00:00,89.98,86.88,15.31,0.823,576.95,247.6,31.61,58.84,914.99
2024-12-05 05:00:00,84.07,80.94,17.09,0.812,540.29,224.7,39.46,59.69,864.14
2024-12-05 06:00:00,79.21,79.57,16.18,0.779,524.05,227.87,37.39,63.21,852.51
2024-12-05 07:00:00,85.15,82.46,15.49,0.743,528.94,224.84,41.62,69.71,865.11
2024-12-05 08:00:00,96.84,85.82,13.02,0.848,598.55,242.87,35.43,59.79,936.64
2024-12-05 09:00:00,99.9,98.11,16.28,0.919,615.32,276.97,41.05,60.18,993.52
2024-12-05 10:00:00,110.01,96.49,15.45,1.0,665.81,250.86,31.13,56.74,1004.55
2024-12-05 11:00:00,119.65,100.0,15.82,0.98,722.39,265.64,34.46,56.14,1078.62
2024-12-05 12:00:00,116.06,99.97,14.14,1.0,704.97,274.96,36.48,63.39,1079.8
2024-12-05 13:00:00,110.76,100.0,18.06,1.0,673.18,287.66,37.82,60.2,3706.0099999999998
2024-12-05 14:00:00,109.37,89.03,17.2,0.884,666.45,250.48,41.56,66.24,1024.72
2024-12-05 15:00:00,97.82,84.69,18.06,0.876,628.64,233.46,33.38,65.69,961.17
2024-12-05 16:00:00,90.48,78.34,17.63,0.679,575.01,223.62,37.44,64.35,900.41
2024-12-05 17:00:00,80.93,79.3,16.8,0.841,506.85,219.17,37.54,52.7,816.25
2024-12-05 18:00:00,88.71,85.58,14.2,0.815,569.69,244.55,42.75,63.42,920.4
2024-12-05 19:00:00,85.47,80.41,18.68,0.809,551.8,235.13,39.23,55.33,881.49
2024-12-05 20:00:00,93.23,83.92,14.52,0.803,595.42,244.66,36.13,50.58,926.79
2024-12-05 21:00:00,95.86,88.64,15.51,0.855,604.07,244.16,35.68,61.1,945.02
2024-12-05 22:00:00,109.24,92.11,16.97,0.912,658.98,248.59,37.79,66.79,1012.15
2024-12-05 23:00:00,109.94,96.52,17.05,0.969,676.83,271.67,33.41,63.56,1045.46
2024-12-06 00:00:00,114.43,100.0,16.7,0.999,692.96,278.28,46.5,55.59,1073.34
2024-12-06 01:00:00,116.5,100.0,15.24,1.0,710.88,264.07,39.98,73.98,1088.92
2024-12-06 02:00:00,110.66,99.74,14.93,0.916,685.7,267.19,36.35,64.08,1053.32
2024-12-06 03:00:00,99.91,95.39,19.64,1.0,618.58,265.05,35.78,55.79,975.2
2024-12-06 04:00:00,85.43,84.13,15.78,0.853,554.14,235.16,35.17,49.77,874.24
2024-12-06 05:00:00,98.98,88.7,15.6,0.909,623.17,246.45,41.48,58.98,970.09
2024-12-06 06:00:00,91.98,82.13,14.77,0.804,581.19,223.66,33.39,50.18,888.41
2024-12-06 07:00:00,89.9,82.99,16.21,0.786,585.17,227.55,39.29,54.85,906.86
2024-12-06 08:00:00,89.49,82.13,16.14,0.829,575.8,231.91,42.29,51.5,901.51
2024-12-06 09:00:00,99.55,93.43,15.82,0.949,613.05,252.01,37.66,56.23,958.95
2024-12-06 10:00:00,105.33,94.4,16.41,1.0,648.71,251.35,35.95,57.33,993.34
2024-12-06 11:00:00,118.05,100.0,18.49,1.0,717.11,268.12,43.35,55.63,1084.21
2024-12-06 12:00:00,116.05,92.22,14.95,0.996,715.61,248.4,35.47,71.5,1070.99
2024-12-06 13:00:00,109.85,100.0,15.91,0.912,674.24,270.17,38.89,59.07,1042.36
2024-12-06 14:00:00,105.62,90.67,14.87,0.884,650.4,256.37,40.46,66.64,1013.87
2024-12-06 15:00:00,104.48,86.74,16.28,0.884,652.53,240.35,37.58,62.85,993.32
2024-12-06 16:00:00,98.9,87.25,14.99,0.853,612.75,240.68,35.21,58.96,947.59
2024-12-06 17:00:00,93.12,98.98,15.05,0.988,577.69,274.3,37.77,57.61,947.37
2024-12-06 18:00:00,88.03,82.08,13.65,0.713,565.77,236.76,41.36,66.76,
2024-12-06 19:00:00,86.0,81.37,15.99,0.859,546.97,235.67,37.09,54.82,874.55
2024-12-06 20:00:00,79.53,78.81,16.49,0.694,539.4,210.37,41.82,56.87,848.45
2024-12-06 21:00:00,101.19,89.85,18.63,0.82,627.97,246.0,38.98,56.79,969.73
2024-12-06 22:00:00,107.49,89.84,16.55,0.848,663.14,245.23,37.58,60.37,1006.33
2024-12-06 23:00:00,113.55,97.49,15.17,0.97,682.72,259.78,37.1,55.46,1035.06
2024-12-07 00:00:00,86.47,88.61,13.73,0.805,562.44,252.4,40.93,64.68,920.46
2024-12-07 01:00:00,79.44,81.29,13.94,0.76,516.97,227.45,44.51,65.37,854.3
2024-12-07 02:00:00,82.85,75.87,13.83,0.816,533.28,210.99,40.49,56.41,841.16
2024-12-07 03:00:00,77.53,77.04,18.59,0.765,506.84,223.27,36.14,62.64,828.88
2024-12-07 04:00:00,72.1,73.29,16.21,0.755,470.19,213.87,44.37,55.8,784.24
2024-12-07 05:00:00,69.04,74.79,14.9,0.686,463.21,211.52,36.46,60.89,772.08
2024-12-07 06:00:00,66.17,79.74,14.33,0.795,455.2,233.55,46.92,65.85,801.52
2024-12-07 07:00:00,63.62,71.06,14.49,0.704,425.72,212.42,39.36,60.52,738.02
2024-12-07 08:00:00,69.09,74.11,14.86,0.701,473.63,218.79,36.49,59.47,788.38
2024-12-07 09:00:00,75.36,86.57,17.75,0.863,494.68,244.7,42.24,71.44,853.05
2024-12-07 10:00:00,81.06,84.91,15.73,0.754,527.24,244.85,38.75,61.8,872.64
2024-12-07 11:00:00,88.74,87.24,13.6,0.894,545.81,242.27,41.77,55.78,885.63
2024-12-07 12:00:00,88.82,94.2,19.24,0.922,565.92,250.38,40.37,55.4,912.06
2024-12-07 13:00:00,93.05,88.98,14.06,0.877,576.92,245.6,34.48,71.4,928.4
2024-12-07 14:00:00,89.45,74.79,14.89,0.791,564.44,207.13,39.72,56.3,867.59
2024-12-07 15:00:00,75.32,81.82,17.74,0.84,484.05,225.46,42.01,56.49,808.01
2024-12-07 16:00:00,54.03,59.05,16.4,0.575,383.09,193.73,40.45,60.13,677.4
2024-12-07 17:00:00,70.2,77.36,15.07,0.718,469.71,215.86,45.02,63.66,794.25
2024-12-07 18:00:00,61.59,62.23,13.93,0.689,425.77,183.63,41.25,53.8,704.44
2024-12-07 19:00:00,62.05,68.69,14.32,0.62,437.33,208.27,39.03,58.61,743.24
2024-12-07 20:00:00,67.78,72.07,14.41,0.752,443.96,216.53,40.84,53.29,754.63
2024-12-07 21:00:00,73.21,72.76,15.78,0.648,485.66,202.79,38.03,59.24,785.71
2024-12-07 22:00:00,83.07,79.79,16.06,0.844,534.58,229.06,41.44,64.11,869.18
2024-12-07 23:00:00,78.51,84.42,15.55,0.895,508.86,233.98,41.44,58.74,843.03
2024-12-08 00:00:00,81.94,77.4,15.65,0.678,522.39,224.52,35.04,69.85,851.8
2024-12-08 01:00:00,86.12,85.78,14.13,0.88,559.39,238.33,43.09,55.77,896.58
2024-12-08 02:00:00,83.12,76.73,16.15,0.786,551.97,212.94,48.93,61.09,874.93
2024-12-08 03:00:00,77.57,77.84,17.63,0.814,494.12,220.57,42.18,66.54,823.41
2024-12-08 04:00:00,66.23,74.73,15.46,0.766,443.74,220.69,31.88,65.04,761.36
2024-12-08 05:00:00,61.34,65.69,15.44,0.609,418.69,209.61,38.29,73.21,739.8
2024-12-08 06:00:00,61.72,64.3,15.83,0.632,426.37,197.38,34.88,61.62,720.24
2024-12-08 07:00:00,66.22,75.57,17.39,0.839,461.13,216.35,38.83,55.53,771.84
2024-12-08 08:00:00,75.32,83.27,14.37,0.777,500.81,227.8,42.74,60.42,831.77
2024-12-08 09:00:00,66.81,73.01,17.88,0.746,452.82,212.37,37.13,55.81,758.13
2024-12-08 10:00:00,79.74,77.58,16.34,0.833,518.84,220.66,47.54,60.6,847.64
2024-12-08 11:00:00,79.41,80.48,15.75,0.755,514.51,230.85,28.48,66.17,840.0
2024-12-08 12:00:00,79.64,80.1,17.53,0.73,524.11,227.85,39.01,63.48,854.45
2024-12-08 13:00:00,88.61,85.52,13.94,0.792,569.94,242.47,41.52,59.48,913.4
2024-12-08 14:00:00,82.8,68.76,16.49,0.707,538.75,202.24,35.12,56.57,832.67
2024-12-08 15:00:00,76.8,73.05,16.35,0.667,486.42,223.67,35.65,61.63,807.36
2024-12-08 16:00:00,73.06,72.3,14.31,0.716,485.4,215.34,43.03,62.65,806.41
2024-12-08 17:00:00,63.34,72.42,16.4,0.793,435.2,207.85,47.71,53.73,744.49
2024-12-08 18:00:00,62.02,71.94,16.13,0.717,438.03,217.08,48.18,54.9,758.2
2024-12-08 19:00:00,74.0,80.18,15.44,0.763,491.91,221.44,38.61,58.55,810.52
2024-12-08 20:00:00,68.39,75.48,17.0,0.761,466.4,213.38,45.41,53.34,778.53
2024-12-08 21:00:00,77.94,72.47,14.85,0.721,505.74,207.37,39.72,50.95,803.78
2024-12-08 22:00:00,80.65,87.56,16.11,0.898,530.77,251.85,43.67,54.85,881.13
2024-12-08 23:00:00,77.35,85.03,15.51,0.931,516.62,237.5,39.16,61.91,855.19
2024-12-09 00:00:00,106.82,87.12,14.72,0.891,641.09,239.18,35.46,60.51,976.24
2024-12-09 01:00:00,110.67,97.0,16.4,1.0,663.0,264.69,46.41,57.78,1031.87
2024-12-09 02:00:00,111.72,92.89,15.33,0.952,684.72,258.31,47.45,55.32,1045.8
2024-12-09 03:00:00,103.15,92.27,13.44,0.884,634.39,263.3,38.32,61.84,997.85
2024-12-09 04:00:00,96.16,93.34,12.94,1.0,609.01,247.04,43.75,61.58,961.38
2024-12-09 05:00:00,83.06,92.18,16.83,0.916,537.24,261.16,39.42,66.21,904.04
2024-12-09 06:00:00,91.46,89.49,13.82,0.842,582.86,235.52,48.72,47.44,914.55
2024-12-09 07:00:00,83.15,83.05,16.07,0.947,529.77,239.84,34.03,51.27,
2024-12-09 08:00:00,93.35,84.98,15.73,0.813,589.47,245.43,39.29,64.69,938.88
2024-12-09 09:00:00,99.96,90.89,15.09,0.87,622.53,258.16,34.21,62.37,977.27
2024-12-09 10:00:00,106.8,100.0,18.58,0.972,648.51,273.41,33.65,64.67,1020.25
2024-12-09 11:00:00,118.34,98.95,15.92,0.998,719.74,261.4,39.54,55.54,1076.21
2024-12-09 12:00:00,112.18,91.66,16.78,0.963,665.74,256.97,38.2,58.05,1018.95
2024-12-09 13:00:00,107.59,85.7,16.07,0.725,659.62,233.56,35.95,53.61,982.75
2024-12-09 14:00:00,107.58,96.36,15.3,1.0,647.55,256.71,43.35,48.32,995.93
2024-12-09 15:00:00,98.4,90.44,15.62,0.877,603.83,247.18,45.19,60.7,956.9
2024-12-09 16:00:00,106.01,89.78,17.83,0.877,657.94,246.33,42.05,67.08,1013.4
2024-12-09 17:00:00,89.72,89.99,17.28,0.986,559.78,250.42,32.49,59.16,901.85
2024-12-09 18:00:00,83.36,79.57,18.57,0.806,527.68,222.93,41.36,56.42,848.38
2024-12-09 19:00:00,82.79,80.72,15.98,0.83,538.57,231.49,41.32,54.4,865.78
2024-12-09 20:00:00,84.98,82.41,14.33,0.822,536.01,224.82,36.63,65.57,863.03
2024-12-09 21:00:00,95.9,86.19,14.99,0.9,607.64,241.24,41.38,60.41,950.67
2024-12-09 22:00:00,107.96,95.16,13.86,1.0,664.96,258.2,37.97,60.61,1021.73
2024-12-09 23:00:00,118.7,100.0,16.8,0.876,707.28,276.08,36.72,52.78,
2024-12-10 00:00:00,119.49,94.03,14.71,0.995,725.28,264.15,35.27,55.42,1080.11
2024-12-10 01:00:00,113.91,99.4,11.0,1.0,674.03,267.71,43.34,63.67,1048.75
2024-12-10 02:00:00,106.21,93.96,19.28,0.965,654.82,245.57,45.17,57.37,1002.93
2024-12-10 03:00:00,101.08,91.31,14.73,0.879,615.41,242.9,39.43,56.74,954.48
2024-12-10 04:00:00,90.43,89.57,14.72,0.838,567.94,254.84,43.94,72.55,939.27
2024-12-10 05:00:00,93.88,87.19,18.09,0.99,585.75,242.23,46.11,60.35,934.43
2024-12-10 06:00:00,84.24,84.52,13.77,0.8,551.47,247.99,40.53,59.14,899.12
2024-12-10 07:00:00,86.66,86.91,17.29,0.945,549.31,247.89,39.69,59.32,896.22
2024-12-10 08:00:00,83.64,79.3,14.71,0.812,537.55,228.05,41.88,56.61,864.1
2024-12-10 09:00:00,99.22,91.11,13.6,1.0,612.59,252.09,36.65,59.64,960.96
2024-12-10 10:00:00,110.85,94.17,18.15,0.926,666.37,250.86,42.19,69.7,1029.12
2024-12-10 11:00:00,108.72,93.7,16.97,0.857,655.36,252.97,40.6,62.07,1011.0
2024-12-10 12:00:00,112.0,94.39,16.97,0.944,682.46,260.71,34.77,52.02,1029.96
2024-12-10 13:00:00,116.16,100.0,16.14,0.926,700.6,267.93,34.82,57.81,1061.16
2024-12-10 14:00:00,101.59,91.2,16.49,1.0,634.07,254.34,36.06,60.52,984.99
2024-12-10 15:00:00,104.23,94.09,13.74,0.972,639.22,263.76,42.05,52.47,997.5
2024-12-10 16:00:00,90.37,85.1,15.75,0.89,570.18,237.63,38.65,57.66,904.12
2024-12-10 17:00:00,85.46,74.71,14.19,0.786,553.4,214.3,39.9,55.19,862.79
2024-12-10 18:00:00,80.5,80.41,13.5,0.769,519.55,223.48,45.47,58.02,846.51
2024-12-10 19:00:00,88.52,84.58,16.2,0.839,551.09,242.62,41.77,60.35,895.84
2024-12-10 20:00:00,102.34,92.38,17.32,0.929,638.48,258.52,37.43,63.49,997.93
2024-12-10 21:00:00,103.13,88.59,15.01,0.983,630.21,259.17,36.05,54.23,979.67
2024-12-10 22:00:00,104.04,86.04,15.27,0.803,640.75,241.75,41.22,59.57,983.3
2024-12-10 23:00:00,117.53,100.0,13.88,0.964,702.65,269.42,36.12,58.36,1066.55
2024-12-11 00:00:00,113.73,95.5,15.54,0.937,680.89,263.35,45.01,58.9,1048.15
2024-12-11 01:00:00,118.49,100.0,16.67,0.966,697.25,268.27,40.98,55.9,1062.41
2024-12-11 02:00:00,110.73,93.96,16.72,0.867,676.35,252.0,40.52,59.76,1028.62
2024-12-11 03:00:00,88.23,84.08,16.35,0.706,533.99,237.11,36.18,62.47,869.74
2024-12-11 04:00:00,88.48,82.0,14.6,0.729,572.81,234.94,42.48,53.04,903.26
2024-12-11 05:00:00,90.79,80.55,14.55,0.86,582.19,232.31,44.51,68.64,927.65
2024-12-11 06:00:00,85.61,85.17,16.72,0.851,540.76,241.53,39.45,64.71,886.45
2024-12-11 07:00:00,82.91,78.44,16.75,0.826,547.28,231.11,43.71,52.13,874.23
2024-12-11 08:00:00,89.97,85.8,15.27,0.829,586.31,243.31,38.38,67.23,
2024-12-11 09:00:00,92.38,88.24,14.89,0.877,579.69,246.93,39.75,67.57,933.94
2024-12-11 10:00:00,107.15,90.64,17.28,0.987,659.02,242.75,48.34,57.49,1007.6
2024-12-11 11:00:00,121.83,94.9,14.99,1.0,730.26,260.76,38.51,61.03,1090.56
2024-12-11 12:00:00,118.22,100.0,16.65,1.0,723.21,268.97,42.16,60.45,1094.79
2024-12-11 13:00:00,121.75,98.24,15.32,0.992,717.62,259.57,38.44,53.11,1068.74
2024-12-11 14:00:00,111.03,98.63,13.96,1.0,673.33,270.13,41.12,65.13,1049.72
2024-12-11 15:00:00,104.11,100.0,17.95,1.0,647.9,273.11,42.78,50.6,1014.39
2024-12-11 16:00:00,100.4,94.15,15.71,0.933,628.49,260.26,36.4,61.45,986.6
2024-12-11 17:00:00,88.52,82.76,14.46,0.807,562.25,237.12,37.18,67.84,904.39
2024-12-11 18:00:00,84.25,81.79,13.44,0.874,552.39,232.5,42.27,51.56,878.72
2024-12-11 19:00:00,91.14,81.41,13.6,0.749,577.57,229.47,40.65,58.53,906.22
2024-12-11 20:00:00,98.32,93.57,14.97,1.0,612.49,267.11,44.69,65.7,989.98
2024-12-11 21:00:00,98.08,91.87,18.42,0.905,615.98,253.82,41.08,62.01,972.89
2024-12-11 22:00:00,104.61,89.73,14.65,0.832,642.58,233.19,47.44,64.17,987.38
2024-12-11 23:00:00,113.55,91.56,17.7,0.888,688.13,237.71,42.79,56.56,1025.2
2024-12-12 00:00:00,118.33,92.56,15.28,0.882,705.33,261.6,47.51,55.3,
2024-12-12 01:00:00,116.18,100.0,13.7,0.971,724.38,259.0,46.76,59.0,1089.14
2024-12-12 02:00:00,101.8,91.5,14.77,0.885,625.23,248.89,37.43,61.33,972.88
2024-12-12 03:00:00,107.65,94.9,13.55,0.917,664.07,251.99,45.92,63.0,1024.98
2024-12-12 04:00:00,89.94,80.85,14.19,0.793,584.95,227.98,43.76,62.22,918.91
2024-12-12 05:00:00,85.95,75.66,14.15,0.753,539.0,221.2,43.48,64.89,868.58
2024-12-12 06:00:00,81.39,85.51,12.62,0.893,531.84,235.58,44.74,60.58,872.73
2024-12-12 07:00:00,97.8,89.11,17.75,0.879,609.2,242.24,38.76,54.76,944.97
2024-12-12 08:00:00,93.47,91.27,15.79,0.929,601.7,256.04,41.31,53.22,952.28
2024-12-12 09:00:00,96.6,86.37,14.45,0.864,595.71,257.16,38.32,63.79,954.98
2024-12-12 10:00:00,110.96,94.29,15.81,0.97,668.76,261.26,49.24,65.03,1044.29
2024-12-12 11:00:00,116.07,100.0,14.22,1.0,699.94,264.52,36.99,69.86,1071.3
2024-12-12 12:00:00,114.25,100.0,11.47,0.968,687.3,275.23,34.89,72.12,1069.53
2024-12-12 13:00:00,116.35,100.0,19.91,0.954,698.09,280.46,36.73,64.86,1080.15
2024-12-12 14:00:00,104.2,90.62,15.76,0.917,657.22,256.69,39.78,61.83,1015.52
2024-12-12 15:00:00,98.03,92.09,14.59,0.985,611.16,244.12,39.75,57.9,952.93
